room_number,building,capacity,features
B306,BUCH,32,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Projector/Large Screen, Whiteboard, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, GERN, UDES"
B307,BUCH,32,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Projector/Large Screen, Whiteboard, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, GERN, UDES"
B308,BUCH,32,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Projector/Large Screen, Whiteboard, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, GERN, UDES"
B309,BUCH,40,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Projector/Large Screen, Whiteboard, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, GERN, UDES"
B310,BUCH,32,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Projector/Large Screen, Whiteboard, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, GERN, UDES"
B312,BUCH,18,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, GERN, UDES"
B313,BUCH,78,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, BUCH, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, GERN, UDES"
B315,BUCH,78,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, BUCH, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, GERN, UDES"
B316,BUCH,22,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, GERN, UDES"
B318,BUCH,40,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
B319,BUCH,24,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
B75,IRC,30,"IRC, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, SPPH, SPHA, RHSC, RES, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MEDG, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, APSC, APPP, ANAT, Rows"
B79,IRC,20,"IRC, General Teaching Space, Projector/Large Screen, Whiteboard, SPPH, SPHA, RHSC, RES, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MEDG, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, APSC, APPP, ANAT, Rows, Moveable Chairs - Tablet Arms"
C124,CHEM,80,"ENST, General Teaching Space, Tables - Any, Dual Content Capable, CHEM, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, URST, STAT, SCIE, RES, PHYS, MRNE, MICB, MATH, LIBR, LAIS, ISCI, INFO, INDS, HUNU, GEOS, GEOG, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, ENPH, EDUC, EDCP, ECPS, DSCI, DES, CSPW, COLX, CNPS, CHIL, CHEM, CAPS, BOTA, BIOL, ATSC, ASTR, ARTS, ARST, ANAT, Rows, Room PC"
C126,CHEM,80,"ENST, General Teaching Space, Tables - Any, Dual Content Capable, CHEM, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, Document Camera, URST, STAT, SCIE, RES, PHYS, MRNE, MICB, MATH, LIBR, LAIS, ISCI, INFO, INDS, HUNU, GEOS, GEOG, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, ENPH, EDUC, EDCP, ECPS, DSCI, DES, CSPW, COLX, CNPS, CHIL, CHEM, CAPS, BOTA, BIOL, ATSC, ASTR, ARTS, ARST, ANAT, Rows, Room PC"
D200,CHEM,114,"ENST, General Teaching Space, Dual Content Capable, CHEM, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, URST, STAT, SCIE, RES, PHYS, MRNE, MICB, MATH, LIBR, LAIS, ISCI, INFO, INDS, HUNU, GEOS, GEOG, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, ENPH, EDUC, EDCP, ECPS, DSCI, DES, CSPW, COLX, CNPS, CHIL, CHEM, CAPS, BOTA, BIOL, ATSC, ASTR, ARTS, ARST, ANAT, Rows, Room PC"
D201,BUCH,40,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
D204,BUCH,40,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
D205,BUCH,30,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
D207,BUCH,32,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
D209,BUCH,20,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, GERN, UDES"
D213,BUCH,30,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Projector/Large Screen, Whiteboard, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, GERN, UDES"
D214,BUCH,22,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, GERN, UDES"
D216,BUCH,24,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, BUCH, Tables - Moveable, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, GERN, UDES"
D217,BUCH,65,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, BUCH, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, GERN, UDES"
D218,BUCH,65,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, BUCH, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, GERN, UDES"
D219,BUCH,65,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, BUCH, Moveable Chairs, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, GERN, UDES"
