room_number,building,capacity,features
158,MCML,50,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, MCML, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
160,MCML,72,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, MCML, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Case-Style, Room PC"
1611,FSC,64,"NRES, ILS, General Teaching Space, Tables - Any, FSC, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, SOIL, PLNT, PHRM, PHAR, NAME, MTRL, MINE, MEDG, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FCOR, ENVE, ELEC, EECE, CPSC, CPEN, CONS, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Rows"
1615,FSC,20,"NRES, ILS, General Teaching Space, Tables - Any, FSC, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, SOIL, PLNT, PHRM, PHAR, NAME, MTRL, MINE, MEDG, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FCOR, ENVE, ELEC, EECE, CPSC, CPEN, CONS, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Rows"
1617,FSC,20,"NRES, ILS, General Teaching Space, Tables - Any, FSC, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, SOIL, PLNT, PHRM, PHAR, NAME, MTRL, MINE, MEDG, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FCOR, ENVE, ELEC, EECE, CPSC, CPEN, CONS, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Seminar"
166,MCML,100,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, MCML, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Groups, Room PC"
182,IBLC,154,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, Dual Content Capable, IBLC, Media Capture (Recording)/Live-Streaming, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, UDES"
185,IBLC,40,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, IBLC, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, UDES"
191,IBLC,24,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, IBLC, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, UDES"
2,IRC,503,"IRC, General Teaching Space, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, Document Camera, Rows, Room PC"
200,GEOG,100,"ENST, General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, GEOG, Projector/Large Screen, Whiteboard, Document Camera, JRNL, VISA, URST, SOWK, SCIE, PLAN, MUSC, MATH, LLED, LIBR, LAIS, ISCI, INFO, GEOS, GEOG, EDST, ECED, CSPW, CHIL, CHEM, CCST, ARTS, ARTH, ARST, ARCH, ADHE, Rows, Room PC, UDES"
200,HENN,180,"NEPL, JWST, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, AC Power to 100% of Seats, HENN, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WRDS, TIBT, THTR, SWED, SPAN, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PHYS, PHIL, PERS, PATH, NEST, MRNE, MICB, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GSAT, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CAPS, BOTA, BIOL, ASTU, ASTR, ASIC, ASIA, ARTS, ARST, ARCL, ARBC, ANTH, ANAT, AFST, ACAM, Groups, Room PC"
200,LSK,205,"ENST, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, LSK, Document Camera, JRNL, VISA, URST, SOWK, PLAN, PHYS, MUSC, MATH, LLED, ISCI, INDS, GEOS, GEOG, FIPR, EPSE, ENPH, EDUC, EDST, EDCP, ECPS, ECED, CNPS, CHEM, CCST, ASTR, ARTH, ARCH, ADHE, Rows, Room PC, UDES"
200,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
2002,MCLD,87,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, MCLD, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
201,DMP,40,"NRES, ILS, General Teaching Space, Tables - Any, AC Power to 100% of Seats, Projector/Large Screen, Whiteboard, Tables - Moveable, DMP, Moveable Chairs, WOOD, VANT, URSY, UFOR, SOIL, PLNT, PHRM, PHAR, NAME, MTRL, MINE, MEDG, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FCOR, ENVE, ELEC, EECE, CPSC, CPEN, CONS, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Rows"
201,GEOG,48,"ENST, General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, GEOG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, JRNL, VISA, URST, SOWK, SCIE, PLAN, MUSC, MATH, LLED, LIBR, LAIS, ISCI, INFO, GEOS, GEOG, EDST, ECED, CSPW, CHIL, CHEM, CCST, ARTS, ARTH, ARST, ARCH, ADHE, Rows, Room PC, UDES"
201,HENN,155,"NEPL, JWST, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, HENN, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, WRDS, TIBT, THTR, SWED, SPAN, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PHYS, PHIL, PERS, PATH, NEST, MRNE, MICB, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GSAT, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CAPS, BOTA, BIOL, ASTU, ASTR, ASIC, ASIA, ARTS, ARST, ARCL, ARBC, ANTH, ANAT, AFST, ACAM, Rows, Room PC"
201,LSK,183,"ENST, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, LSK, Document Camera, JRNL, VISA, URST, SOWK, PLAN, PHYS, MUSC, MATH, LLED, ISCI, INDS, GEOS, GEOG, FIPR, EPSE, ENPH, EDUC, EDST, EDCP, ECPS, ECED, CNPS, CHEM, CCST, ASTR, ARTH, ARCH, ADHE, Rows, Room PC, UDES"
201,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
201,WESB,58,"General Teaching Space, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, Document Camera, WESB, SPPH, SPHA, RHSC, RES, PHYS, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, ENPH, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, ASTR, APSC, APPP, ANAT, Rows, Room PC"
2012,ESB,80,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, ESB, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, Video Conferencing, Moveable Chairs, VANT, URSY, STAT, SPPH, SPHA, SOIL, RES, PLNT, NAME, MTRL, MRNE, MINE, MICB, MECH, MANU, LWS, LING, LFS, LARC, INDS, IGEN, HUNU, HPB, GRS, FRE, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DES, CPSC, CPEN, COLX, CNPS, CIVL, CHEM, CAPS, BOTA, BIOL, ATSC, ASL, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Room PC"
2012,MCLD,40,"General Teaching Space, Tables - Any, MCLD, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows"
2014,MCLD,24,"General Teaching Space, Tables - Any, MCLD, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Seminar"
2018,MCLD,124,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, MCLD, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
202,ANSO,26,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Tables - Moveable, ANSO, Moveable Chairs, SOCI, PPGA, ECON, COEC, ARCL, ANTH, Seminar, Room PC"
202,HENN,150,"NEPL, JWST, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, HENN, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, WRDS, TIBT, THTR, SWED, SPAN, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PHYS, PHIL, PERS, PATH, NEST, MRNE, MICB, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GSAT, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CAPS, BOTA, BIOL, ASTU, ASTR, ASIC, ASIA, ARTS, ARST, ARCL, ARBC, ANTH, ANAT, AFST, ACAM, Rows, Room PC"
202,MATH,30,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Chalkboard, Projector/Large Screen, MATH, Document Camera, JRNL, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOWK, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LLED, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, EDST, ECED, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ADHE, ACAM, Rows, Moveable Chairs - Tablet Arms, UDES"
202,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
203,ANSO,33,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Tables - Moveable, ANSO, Moveable Chairs, SOCI, PPGA, ECON, COEC, ARCL, ANTH, Seminar, Room PC"
203,MATH,48,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, Chalkboard, Projector/Large Screen, MATH, Document Camera, Tables - Moveable, Moveable Chairs, JRNL, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOWK, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LLED, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, EDST, ECED, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ADHE, ACAM, Rows, UDES"
203,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
204,MATH,30,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Chalkboard, Projector/Large Screen, MATH, Document Camera, JRNL, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOWK, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LLED, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, EDST, ECED, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ADHE, ACAM, Rows, Moveable Chairs - Tablet Arms, UDES"
204,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
204A,SCRF,24,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Seminar"
205,ANSO,37,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, ANSO, Moveable Chairs, SOCI, PPGA, ECON, COEC, ARCL, ANTH, Seminar, Room PC"
205,SCRF,34,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
205,SWNG,50,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
206,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
206,SWNG,30,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
207,ANSO,90,"General Teaching Space, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, ANSO, SOCI, PPGA, ECON, COEC, ARCL, ANTH, Rows, Room PC, Moveable Chairs - Tablet Arms"
207,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
207,SWNG,50,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
2070,BRCS,80,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows, Room PC, BRCS"
208,SCRF,40,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
208,SWNG,30,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
209,SCRF,60,"General Teaching Space, Tables - Any, SCRF, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows, Room PC"
210,SCRF,24,"General Teaching Space, Tables - Any, SCRF, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, STAT, SOWK, RES, MTRL, MRNE, MINE, MICB, LLED, ISCI, INDS, HUNU, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, EDUC, EDST, EDCP, ECPS, ECED, DSCI, DES, COLX, CNPS, CHEM, CAPS, BOTA, BIOL, ATSC, ANAT, ADHE, Rows"
