room_number,building,start_time,end_time,course_code,instructor,booking_type
A103,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,"HIST_V 104A-W/LEC/227, HIST_V 104A-W/LEC/1Miller, BradleyLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,"HIST_V 104A-W/LEC/227, HIST_V 104A-W/LEC/1Miller, BradleyLEC3-16",Unknown,LEC
A103,BUCH,2025-12-01 17:00:00,2025-12-01 18:00:00,"PHIL_V 332-W/LEC/901Chan, Yu ShingLEC3-16",Unknown,LEC
A103,BUCH,2025-12-03 17:00:00,2025-12-03 18:00:00,"PHIL_V 332-W/LEC/901Chan, Yu ShingLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 17:00:00,2025-12-04 19:00:00,N/A,Unknown,OTHER
A103,BUCH,2025-12-03 18:00:00,2025-12-03 20:00:00,N/A,Unknown,OTHER
A104,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"PSYC_V 314-W/LEC/001King, DavidLEC3-16",Unknown,LEC
A104,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"PSYC_V 314-W/LEC/001King, DavidLEC3-16",Unknown,LEC
A104,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"ANTH_V 100A-W/LEC/001Zeweri, HelenaLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"ANTH_V 100A-W/LEC/001Zeweri, HelenaLEC3-16",Unknown,LEC
A104,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"PSYC_V 319-W/LEC/002May, LillianLEC3-16",Unknown,LEC
A104,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"PSYC_V 314-W/LEC/002King, DavidLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"PSYC_V 319-W/LEC/002May, LillianLEC3-16",Unknown,LEC
A104,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"PSYC_V 314-W/LEC/002King, DavidLEC3-16",Unknown,LEC
A104,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"PSYC_V 319-W/LEC/002May, LillianLEC3-16",Unknown,LEC
A104,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"PSYC_V 319-W/LEC/003May, LillianLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"PSYC_V 319-W/LEC/003May, LillianLEC3-16",Unknown,LEC
A104,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,"PSYC_V 319-W/LEC/003May, LillianLEC3-16",Unknown,LEC
A104,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"ECON_V 374-W/LEC/001, FRE_V 374-W/LEC/001Vaney, MichaelLEC3-16",Unknown,LEC
A104,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"ECON_V 374-W/LEC/001, FRE_V 374-W/LEC/001Vaney, MichaelLEC3-16",Unknown,LEC
A104,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"HIST_V 235-W/LEC/101Ducharme, MichelLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"HIST_V 235-W/LEC/101Ducharme, MichelLEC3-16",Unknown,LEC
A104,BUCH,2025-12-01 14:00:00,2025-12-01 15:30:00,"SOCI_V 220-W/LEC/101Huyser, KimberlyLEC3-16",Unknown,LEC
A104,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"PSYC_V 208-W/LEC/001King, DavidLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 14:00:00,2025-12-03 15:30:00,"SOCI_V 220-W/LEC/101Huyser, KimberlyLEC3-16",Unknown,LEC
A104,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"PSYC_V 208-W/LEC/001King, DavidLEC3-16",Unknown,LEC
A104,BUCH,2025-12-01 15:30:00,2025-12-01 17:00:00,"POLI_V 341D-W/LEC/001Santeusanio, JoshuaLEC3-16",Unknown,LEC
A104,BUCH,2025-12-02 15:30:00,2025-12-02 16:30:00,"LASO_V 204-W/LEC/101Fitzpatrick, BrendaLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 15:30:00,2025-12-03 17:00:00,"POLI_V 341D-W/LEC/001Santeusanio, JoshuaLEC3-16",Unknown,LEC
A104,BUCH,2025-12-04 15:30:00,2025-12-04 16:30:00,"LASO_V 204-W/LEC/101Fitzpatrick, BrendaLEC3-16",Unknown,LEC
A104,BUCH,2025-12-03 17:00:00,2025-12-03 20:00:00,"PSYC_V 217-W/LEC/901Rivers, AndrewLEC3-16",Unknown,LEC
A104,BUCH,2025-12-05 17:00:00,2025-12-05 20:00:00,N/A,Unknown,OTHER
A201,BUCH,2025-12-01 09:00:00,2025-12-01 10:00:00,"PSYC_V 306-W/LEC/002Soma, KiranLEC3-16",Unknown,LEC
A201,BUCH,2025-12-03 09:00:00,2025-12-03 10:00:00,"PSYC_V 306-W/LEC/002Soma, KiranLEC3-16",Unknown,LEC
A201,BUCH,2025-12-05 09:00:00,2025-12-05 10:00:00,"PSYC_V 306-W/LEC/002Soma, KiranLEC3-16",Unknown,LEC
A201,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"MATH_V 220-W/LEC/101Walji, NahidLEC3-16",Unknown,LEC
A201,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"MATH_V 220-W/LEC/101Walji, NahidLEC3-16",Unknown,LEC
A201,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"ENGL_V 110-W/LEC/002Dick, AlexanderLEC3-16",Unknown,LEC
A201,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"ENGL_V 110-W/LEC/002Dick, AlexanderLEC3-16",Unknown,LEC
A201,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"ARCL_V 103-W/LEC/001Walker, SamanthaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"ECON_V 371-W/LEC/001Baylis, PatrickLEC3-16",Unknown,LEC
A201,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"ARCL_V 103-W/LEC/001Walker, SamanthaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"ECON_V 371-W/LEC/001Baylis, PatrickLEC3-16",Unknown,LEC
A201,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"ENGL_V 110-W/LEC/003Guy-Bray, StephenLEC3-16",Unknown,LEC
A201,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"ENGL_V 110-W/LEC/003Guy-Bray, StephenLEC3-16",Unknown,LEC
A201,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"HIST_V 361-W/LEC/101Silver, LaraLEC3-16",Unknown,LEC
A201,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"HIST_V 361-W/LEC/101Silver, LaraLEC3-16",Unknown,LEC
A201,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"ARCL_V 228-W/LEC/001Meyers, JuliaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"ARCL_V 228-W/LEC/001Meyers, JuliaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"ARCL_V 228-W/LEC/001Meyers, JuliaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-01 14:00:00,2025-12-01 15:00:00,"PHIL_V 385-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A201,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"ECON_V 371-W/LEC/002Baylis, PatrickLEC3-16",Unknown,LEC
A201,BUCH,2025-12-03 14:00:00,2025-12-03 15:00:00,"PHIL_V 385-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A201,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"ECON_V 371-W/LEC/002Baylis, PatrickLEC3-16",Unknown,LEC
A201,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,"PHIL_V 385-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A201,BUCH,2025-12-01 15:30:00,2025-12-01 17:00:00,"ECON_V 345-W/LEC/001Newman, GeoffreyLEC3-16",Unknown,LEC
A201,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,N/A,Unknown,OTHER
A201,BUCH,2025-12-03 15:30:00,2025-12-03 17:00:00,"ECON_V 345-W/LEC/001Newman, GeoffreyLEC3-16",Unknown,LEC
A201,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,N/A,Unknown,OTHER
A201,BUCH,2025-12-01 17:00:00,2025-12-01 18:30:00,"ECON_V 356-W/LEC/001Hnatkovska, ViktoriyaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-02 17:00:00,2025-12-02 20:00:00,"PSYC_V 304B-W/LEC/901Hosking, JeremyLEC3-16, 21-26, 28-34",Unknown,LEC
A201,BUCH,2025-12-03 17:00:00,2025-12-03 18:30:00,"ECON_V 356-W/LEC/001Hnatkovska, ViktoriyaLEC3-16",Unknown,LEC
A201,BUCH,2025-12-05 17:00:00,2025-12-05 20:00:00,N/A,Unknown,OTHER
A202,BUCH,2025-12-01 09:30:00,2025-12-01 11:00:00,"ECON_V 326-W/LEC/001Graves, JonathanLEC3-16",Unknown,LEC
A202,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"POLI_V 376-W/LEC/002Farkasch, RobertLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 09:30:00,2025-12-03 11:00:00,"ECON_V 326-W/LEC/001Graves, JonathanLEC3-16",Unknown,LEC
A202,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"POLI_V 376-W/LEC/002Farkasch, RobertLEC3-16",Unknown,LEC
A202,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"PSYC_V 217-W/LEC/002Cheung, BenjaminLEC3-16",Unknown,LEC
A202,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"ECON_V 455-W/LEC/002Juhasz, RekaLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"PSYC_V 217-W/LEC/002Cheung, BenjaminLEC3-16",Unknown,LEC
A202,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"ECON_V 455-W/LEC/002Juhasz, RekaLEC3-16",Unknown,LEC
A202,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"PSYC_V 217-W/LEC/002Cheung, BenjaminLEC3-16",Unknown,LEC
A202,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"PSYC_V 217-W/LEC/003Cheung, BenjaminLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"PSYC_V 217-W/LEC/003Cheung, BenjaminLEC3-16",Unknown,LEC
A202,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,"PSYC_V 217-W/LEC/003Cheung, BenjaminLEC3-16",Unknown,LEC
A202,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"PHIL_V 351-W/LEC/001Dodd, Jordan RoyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"PHIL_V 351-W/LEC/001Dodd, Jordan RoyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"PSYC_V 217-W/LEC/004Dosso, Jill AshleyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"PSYC_V 217-W/LEC/004Dosso, Jill AshleyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"PSYC_V 217-W/LEC/004Dosso, Jill AshleyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-01 14:00:00,2025-12-01 15:00:00,"PSYC_V 217-W/LEC/005Dosso, Jill AshleyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"ANTH_V 378-W/LEC/001Shiva, AmirpouyanLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 14:00:00,2025-12-03 15:00:00,"PSYC_V 217-W/LEC/005Dosso, Jill AshleyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"ANTH_V 378-W/LEC/001Shiva, AmirpouyanLEC3-16",Unknown,LEC
A202,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,"PSYC_V 217-W/LEC/005Dosso, Jill AshleyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,"ANTH_V 217-W/LEC/001Rosenblum, DaisyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 15:30:00,2025-12-03 17:00:00,"HIST_V 300-W/LEC/101Knutson, SaraLEC3-16",Unknown,LEC
A202,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,"ANTH_V 217-W/LEC/001Rosenblum, DaisyLEC3-16",Unknown,LEC
A202,BUCH,2025-12-02 17:00:00,2025-12-02 18:30:00,"PHIL_V 338-W/LEC/901Lukits, StefanLEC3-16",Unknown,LEC
A202,BUCH,2025-12-03 17:00:00,2025-12-03 20:00:00,N/A,Unknown,OTHER
A202,BUCH,2025-12-04 17:00:00,2025-12-04 18:30:00,"PHIL_V 338-W/LEC/901Lukits, StefanLEC3-16",Unknown,LEC
A203,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"ECON_V 101-W/LEC/011Chapple, CliveLEC3-16",Unknown,LEC
A203,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"ECON_V 101-W/LEC/011Chapple, CliveLEC3-16",Unknown,LEC
A203,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"PHIL_V 316-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"PHIL_V 316-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,"PHIL_V 316-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"PHIL_V 347-W/LEC/002Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-02 11:00:00,2025-12-02 12:00:00,"HIST_V 113-W/LEC/003Silver, LaraLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"PHIL_V 347-W/LEC/002Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-04 11:00:00,2025-12-04 12:00:00,"HIST_V 113-W/LEC/003Silver, LaraLEC3-16",Unknown,LEC
A203,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"PHIL_V 347-W/LEC/002Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"MATH_V 320-W/LEC/101Loewen, PhilipLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"MATH_V 320-W/LEC/101Loewen, PhilipLEC3-16",Unknown,LEC
A203,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,"MATH_V 320-W/LEC/101Loewen, PhilipLEC3-16",Unknown,LEC
A203,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"PHIL_V 211-W/LEC/001, AMNE_V 235-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"PHIL_V 211-W/LEC/001, AMNE_V 235-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"PHIL_V 313-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"PHIL_V 313-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"PHIL_V 313-W/LEC/001Kraal, AndersLEC3-16",Unknown,LEC
A203,BUCH,2025-12-01 14:00:00,2025-12-01 15:00:00,AMNE_V 251-W/LEC/001LEC3-16,Unknown,LEC
A203,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"GERN_V 101-W/LEC/101Gramling, DavidLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 14:00:00,2025-12-03 15:00:00,AMNE_V 251-W/LEC/001LEC3-16,Unknown,LEC
A203,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"GERN_V 101-W/LEC/101Gramling, DavidLEC3-16",Unknown,LEC
A203,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,AMNE_V 251-W/LEC/001LEC3-16,Unknown,LEC
A203,BUCH,2025-12-01 15:30:00,2025-12-01 17:00:00,"POLI_V 369I-W/LEC/001Zamani, MasoudLEC3-16",Unknown,LEC
A203,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,"SOCI_V 310-W/LEC/101Robinson, OralLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 15:30:00,2025-12-03 17:00:00,"POLI_V 369I-W/LEC/001Zamani, MasoudLEC3-16",Unknown,LEC
A203,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,"SOCI_V 310-W/LEC/101Robinson, OralLEC3-16",Unknown,LEC
A203,BUCH,2025-12-05 16:00:00,2025-12-05 17:00:00,N/A,Unknown,OTHER
A203,BUCH,2025-12-02 17:00:00,2025-12-02 21:00:00,"ASIA_V 354-W/LEC/011Laird, ColleenLEC3-16",Unknown,LEC
A203,BUCH,2025-12-03 17:00:00,2025-12-03 21:00:00,N/A,Unknown,OTHER
A203,BUCH,2025-12-04 17:00:00,2025-12-04 18:00:00,N/A,Unknown,OTHER
B141,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"FREN_V 201-W/109Nassehi, ZoeLEC3-16",Unknown,LEC
B141,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"FREN_V 201-W/109Nassehi, ZoeLEC3-16",Unknown,LEC
B141,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"HIST_V 101-W/LEC/001Knutson, SaraLEC3-16",Unknown,LEC
B141,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"HIST_V 101-W/LEC/001Knutson, SaraLEC3-16",Unknown,LEC
B141,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,"HIST_V 101-W/LEC/001Knutson, SaraLEC3-16",Unknown,LEC
B141,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"ENGL_V 384A-W/LEC/001Cavell, Richard AnthonyLEC3-16",Unknown,LEC
B141,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"GRSJ_V 325-W/LEC/101Sia, RosanneLEC3-16",Unknown,LEC
B141,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"ENGL_V 384A-W/LEC/001Cavell, Richard AnthonyLEC3-16",Unknown,LEC
B141,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"GRSJ_V 325-W/LEC/101Sia, RosanneLEC3-16",Unknown,LEC
B141,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"ENGL_V 384A-W/LEC/001Cavell, Richard AnthonyLEC3-16",Unknown,LEC
B141,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"ENGL_V 224-W/LEC/001Dinat, DeenaLEC3-16",Unknown,LEC
B141,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"ENGL_V 224-W/LEC/001Dinat, DeenaLEC3-16",Unknown,LEC
B141,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,"ENGL_V 224-W/LEC/001Dinat, DeenaLEC3-16",Unknown,LEC
B141,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,N/A,Unknown,OTHER
B141,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,N/A,Unknown,OTHER
B141,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"ENGL_V 374A-W/LEC/002Antwi, PhanuelLEC3-16",Unknown,LEC
B141,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"ENGL_V 374A-W/LEC/002Antwi, PhanuelLEC3-16",Unknown,LEC
B141,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"ENGL_V 374A-W/LEC/002Antwi, PhanuelLEC3-16",Unknown,LEC
B141,BUCH,2025-12-01 14:00:00,2025-12-01 15:00:00,"ENGL_V 300-W/LEC/001Paltin, JudithLEC3-16",Unknown,LEC
B141,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"SLAV_V 323A-W/LEC/101Morozova, OlenaLEC3-16",Unknown,LEC
B141,BUCH,2025-12-03 14:00:00,2025-12-03 15:00:00,"ENGL_V 300-W/LEC/001Paltin, JudithLEC3-16",Unknown,LEC
B141,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"SLAV_V 323A-W/LEC/101Morozova, OlenaLEC3-16",Unknown,LEC
B141,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,"ENGL_V 300-W/LEC/001Paltin, JudithLEC3-16",Unknown,LEC
B141,BUCH,2025-12-01 15:00:00,2025-12-01 16:00:00,"ENGL_V 231-W/LEC/001Hunt, DallasLEC3-16",Unknown,LEC
B141,BUCH,2025-12-03 15:00:00,2025-12-03 16:00:00,"ENGL_V 231-W/LEC/001Hunt, DallasLEC3-16",Unknown,LEC
B141,BUCH,2025-12-05 15:00:00,2025-12-05 16:00:00,"ENGL_V 231-W/LEC/001Hunt, DallasLEC3-16",Unknown,LEC
B141,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,"ANTH_V 407-W/LEC/001Shiva, AmirpouyanLEC3-16",Unknown,LEC
B141,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,"ANTH_V 407-W/LEC/001Shiva, AmirpouyanLEC3-16",Unknown,LEC
B141,BUCH,2025-12-02 17:00:00,2025-12-02 18:00:00,N/A,Unknown,OTHER
B141,BUCH,2025-12-01 18:00:00,2025-12-01 21:00:00,N/A,Unknown,OTHER
B141,BUCH,2025-12-04 18:00:00,2025-12-04 21:00:00,N/A,Unknown,OTHER
B208,BUCH,2025-12-01 09:00:00,2025-12-01 10:00:00,"SPAN_V 101-W/LEC/101Escobar Trujillo, Maria AdelaidaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 09:00:00,2025-12-03 10:00:00,"SPAN_V 101-W/LEC/101Escobar Trujillo, Maria AdelaidaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-05 09:00:00,2025-12-05 10:00:00,"SPAN_V 101-W/LEC/101Escobar Trujillo, Maria AdelaidaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"ENGL_V 392A-W/LEC/001Bose, SarikaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"ENGL_V 392A-W/LEC/001Bose, SarikaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"FREN_V 101-W/LEC/102Milet, SolineLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"FREN_V 101-W/LEC/102Milet, SolineLEC3-16",Unknown,LEC
B208,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,"FREN_V 101-W/LEC/102Milet, SolineLEC3-16",Unknown,LEC
B208,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"SPAN_V 101-W/LEC/103Albarran Caselles, OlgaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"PHIL_V 314-W/001Amijee, FatemaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"SPAN_V 101-W/LEC/103Albarran Caselles, OlgaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"PHIL_V 314-W/001Amijee, FatemaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"SPAN_V 101-W/LEC/103Albarran Caselles, OlgaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"SPAN_V 101-W/LEC/104Albarran Caselles, OlgaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"SPAN_V 101-W/LEC/104Albarran Caselles, OlgaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,"SPAN_V 101-W/LEC/104Albarran Caselles, OlgaLEC3-16",Unknown,LEC
B208,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"FREN_V 101-W/LEC/105Blanc, MagaliLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"FREN_V 101-W/LEC/105Blanc, MagaliLEC3-16",Unknown,LEC
B208,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"FREN_V 101-W/LEC/105Blanc, MagaliLEC3-16",Unknown,LEC
B208,BUCH,2025-12-01 14:00:00,2025-12-01 15:30:00,"HIST_V 397-W/LEC/101Glassheim, EagleLEC3-16",Unknown,LEC
B208,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"SOCI_V 280-W/LEC/101Nelson, LauraLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 14:00:00,2025-12-03 15:30:00,"HIST_V 397-W/LEC/101Glassheim, EagleLEC3-16",Unknown,LEC
B208,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"SOCI_V 280-W/LEC/101Nelson, LauraLEC3-16",Unknown,LEC
B208,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,N/A,Unknown,OTHER
B208,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,FREN_V 101-W/LEC/111LEC3-16,Unknown,LEC
B208,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,FREN_V 101-W/LEC/111LEC3-16,Unknown,LEC
B208,BUCH,2025-12-01 16:00:00,2025-12-01 17:00:00,N/A,Unknown,OTHER
B208,BUCH,2025-12-03 16:00:00,2025-12-03 17:00:00,N/A,Unknown,OTHER
B208,BUCH,2025-12-02 17:00:00,2025-12-02 18:30:00,"FREN_V 101-W/LEC/112Lubert, JoyceLEC3-16",Unknown,LEC
B208,BUCH,2025-12-03 17:00:00,2025-12-03 18:00:00,N/A,Unknown,OTHER
B208,BUCH,2025-12-04 17:00:00,2025-12-04 18:30:00,"FREN_V 101-W/LEC/112Lubert, JoyceLEC3-16",Unknown,LEC
B209,BUCH,2025-12-05 09:00:00,2025-12-05 10:00:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"SPAN_V 321-W/LEC/101Fernandez Utrera, Maria SoledadLEC3-16",Unknown,LEC
B209,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"SPAN_V 321-W/LEC/101Fernandez Utrera, Maria SoledadLEC3-16",Unknown,LEC
B209,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"ENGL_V 100-W/LEC/002Moss, LauraLEC3-16",Unknown,LEC
B209,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"ENGL_V 100-W/LEC/002Moss, LauraLEC3-16",Unknown,LEC
B209,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,"ENGL_V 100-W/LEC/002Moss, LauraLEC3-16",Unknown,LEC
